SUBJECT: DK_729_POST_INJ_7-25-13
DATE: 25-Jul-2013

START TIME: 14:54:48

TIME_(s)	X_POSITION_(cm)	Y_POSITION_(cm)	ORIENTATION_(degrees)	LENGTH_(cm)
449.601	54.56	45.75	33.68	5.36
450.226	54.91	46.71	-87.77	5.39
450.642	53.97	45.18	-4.16	5.94
451.250	52.43	43.02	-46.00	7.46
451.458	44.31	31.81	-47.38	6.75
451.666	38.11	21.47	-47.21	6.66
451.874	34.03	14.52	-48.99	7.24
452.082	29.68	11.97	19.70	6.53
452.290	27.90	12.13	44.03	7.08
455.107	28.82	11.41	60.38	6.35
455.378	29.94	11.27	-77.05	6.30
456.193	30.28	10.13	-68.48	5.64
461.762	33.31	10.12	-19.85	7.57
461.954	43.59	12.23	-28.05	7.06
462.161	51.52	17.36	-56.94	7.21
462.370	54.98	25.28	-86.81	7.49
462.579	54.97	32.44	78.87	7.57
462.786	54.12	38.22	74.81	7.82
462.994	54.46	44.55	89.07	7.99
463.202	54.63	49.21	81.17	7.51
463.475	53.62	53.93	30.52	7.05
463.681	50.31	55.98	-13.19	7.36
463.890	49.30	56.28	-44.92	7.04
464.290	49.57	55.27	-69.28	7.71
468.274	50.16	56.76	89.13	5.45
485.298	50.44	54.51	83.70	7.52
485.506	49.62	47.95	-82.64	7.75
485.698	48.81	45.23	-79.92	8.45
486.594	49.78	47.20	-59.22	6.46
486.801	49.90	49.47	-5.36	6.03
487.010	48.25	52.23	48.44	7.34
487.218	47.59	53.71	60.41	6.74
488.386	45.93	54.31	10.34	6.85
488.593	40.00	54.48	-36.04	7.25
488.787	37.00	53.49	-52.43	7.69
493.186	37.25	54.65	77.34	5.18
494.835	36.22	54.47	-43.13	5.84
495.042	26.92	54.10	-13.26	6.93
495.250	15.32	50.70	-35.43	7.19
495.443	9.67	46.21	-71.50	7.57
495.586	8.66	44.40	85.40	8.08
495.795	9.20	42.77	70.30	8.52
497.169	9.49	44.71	41.09	6.68
497.378	17.82	45.69	-9.85	6.61
497.570	31.83	48.77	-9.31	6.90
497.778	44.93	51.67	-1.10	6.50
497.986	53.79	52.48	43.12	6.60
498.195	55.14	50.50	-86.55	7.38
500.593	54.65	49.26	-57.49	7.77
502.034	55.23	50.24	-51.03	6.43
507.874	53.02	43.71	-66.68	7.03
508.081	48.52	31.66	-71.57	6.92
508.290	45.19	19.90	-75.74	6.73
508.481	43.21	11.68	-74.77	7.17
508.690	42.74	8.41	-71.29	7.38
508.898	43.10	5.50	-81.36	7.69
509.314	43.38	4.34	78.76	6.68
509.730	43.34	5.39	-61.47	5.11
509.922	42.46	6.19	9.37	6.25
510.129	41.31	9.36	63.75	7.35
510.418	42.94	16.76	-87.49	7.08
510.610	46.57	25.84	-82.09	7.19
510.818	47.26	36.49	70.79	7.38
511.025	45.82	44.40	61.44	7.18
511.234	45.70	51.59	48.00	6.85
511.506	39.92	54.91	-40.74	6.88
512.674	37.78	55.99	-16.53	7.25
512.882	28.06	56.11	-10.96	7.10
513.090	18.29	54.37	-49.57	6.96
513.298	16.87	51.99	79.71	7.97
515.618	16.85	53.18	49.94	6.59
515.827	23.12	53.90	7.04	6.30
516.034	36.14	56.52	2.06	6.25
516.243	47.24	56.32	36.72	6.88
516.450	51.14	54.53	-89.72	7.09
519.057	51.79	55.84	-47.89	5.51
530.595	51.88	56.88	-19.13	5.34
532.034	51.99	55.87	-63.58	6.25
534.642	52.18	50.86	-88.16	7.56
534.834	52.58	44.29	-85.67	8.05
535.042	53.07	34.27	-83.19	6.94
535.250	53.42	24.09	-70.97	6.84
535.458	51.81	18.32	-41.84	7.26
535.666	51.29	16.57	-28.02	7.01
536.562	52.46	17.06	38.74	5.45
539.090	52.69	18.39	73.80	6.11
539.299	54.90	27.66	-88.24	7.56
539.505	55.15	38.76	70.37	7.52
539.714	52.58	46.68	44.72	7.65
539.922	49.84	50.39	28.29	8.04
540.130	47.41	51.64	-8.19	7.29
540.338	44.25	51.17	-27.65	7.85
540.530	43.28	50.94	-37.00	7.50
541.778	39.78	53.54	7.91	7.82
541.970	30.29	55.68	-5.22	7.45
542.178	20.67	55.67	-6.26	7.34
542.466	11.48	55.76	-29.77	7.48
542.658	7.66	54.36	-57.81	7.36
543.346	5.53	52.56	-76.99	7.15
543.762	6.10	53.80	61.31	5.93
548.353	14.65	56.15	-4.55	6.92
548.562	25.25	57.87	-3.05	7.25
548.771	36.14	58.02	1.43	7.15
548.978	44.93	58.28	22.98	7.13
549.186	49.99	56.34	81.19	7.06
549.666	50.43	57.24	-61.73	6.76
555.218	51.64	52.66	84.16	7.83
555.490	51.63	54.73	-88.53	6.09
560.642	51.04	55.68	-17.67	5.39
561.874	52.28	50.97	84.49	7.65
562.082	52.64	41.55	83.38	7.66
562.354	53.99	29.92	87.04	7.39
562.563	54.85	20.01	-84.02	7.02
562.771	54.83	13.71	-72.13	7.49
562.979	54.02	11.29	-46.51	7.46
563.187	53.43	10.38	-26.06	7.51
565.107	53.39	12.09	33.93	6.75
565.379	50.10	21.24	54.96	7.73
565.586	48.53	23.74	42.67	8.11
567.362	50.39	25.56	84.70	7.49
567.570	52.39	38.21	80.09	7.07
567.778	50.98	47.76	63.95	7.65
567.986	50.11	51.44	76.09	6.95
568.194	51.10	51.84	-82.14	7.60
568.467	50.92	56.91	34.23	7.04
568.674	47.34	58.47	-22.50	7.26
568.881	45.75	57.33	-52.31	7.04
572.386	45.78	58.66	-61.03	6.24
578.482	47.64	57.73	47.04	7.49
578.689	50.66	56.02	41.50	7.49
578.897	52.39	55.63	21.96	6.85
580.210	51.39	55.77	82.91	5.39
580.690	50.57	54.64	-46.04	7.32
580.883	48.41	54.12	-12.48	7.32
581.090	47.20	54.81	0.10	7.64
581.362	41.71	56.30	0.45	7.82
581.570	38.66	56.23	-21.48	7.31
583.426	33.08	56.91	-8.41	7.83
583.633	24.01	56.35	-11.62	7.50
583.842	16.53	55.38	-29.77	7.43
584.113	12.32	53.48	-86.41	7.09
584.594	14.10	53.96	29.62	7.50
584.802	16.65	53.28	30.68	7.18
585.218	15.69	53.96	75.49	5.51
592.562	27.25	55.69	2.09	6.30
592.835	43.15	52.72	46.12	6.76
593.042	46.24	48.19	-71.69	7.17
595.842	46.72	47.12	-69.38	7.29
596.050	47.74	36.78	81.93	7.28
596.258	50.67	24.68	86.01	6.68
596.530	49.96	15.37	-26.95	7.33
596.739	49.41	14.34	9.27	6.46
598.866	50.44	16.02	65.92	6.37
599.073	53.59	27.04	-81.89	7.15
599.282	55.29	40.66	73.79	6.99
599.489	52.62	49.90	52.79	7.35
599.699	49.52	53.97	13.13	7.15
599.890	48.03	54.87	-17.02	7.12
600.098	45.31	54.42	-43.61	7.18
604.771	45.95	55.24	-70.07	5.90
606.962	45.22	56.01	-13.60	6.74
608.882	46.21	55.70	-71.33	5.61
609.090	47.17	55.10	61.80	6.41
609.297	49.99	52.94	42.41	7.00
609.507	53.22	52.36	32.74	7.89
609.714	55.90	51.00	87.94	6.84
610.130	55.55	49.89	-65.14	8.13
612.593	55.52	50.91	-38.18	6.54
612.801	54.92	52.06	0.73	6.52
613.010	51.58	55.45	40.90	6.95
613.218	51.53	56.51	41.52	7.01
613.410	50.43	57.71	22.59	6.77
613.617	48.87	58.31	-13.17	7.64
613.826	45.88	58.25	-31.79	6.89
614.451	47.10	58.66	87.58	6.30
621.105	45.57	55.49	-70.33	8.02
621.378	40.89	45.37	-60.87	7.59
621.585	35.89	37.91	-50.78	7.59
621.794	31.32	32.47	-45.09	7.89
622.003	26.38	28.97	-32.59	7.91
622.194	20.73	26.92	-28.23	7.96
622.402	17.48	25.27	-33.18	7.69
623.025	16.84	20.55	-74.13	7.27
623.234	14.31	13.02	-70.38	7.75
623.442	12.39	8.97	-58.69	8.07
623.650	9.62	5.99	-46.13	7.80
624.882	10.30	5.14	-87.81	6.13
626.451	10.02	6.15	-56.50	5.37
627.074	10.92	7.15	-8.20	6.02
627.346	10.45	10.30	87.02	7.06
627.554	11.93	12.40	-52.31	7.79
627.763	16.57	14.32	-25.94	7.52
627.970	25.48	15.65	-19.58	7.29
628.177	35.78	20.12	-39.00	7.06
628.450	47.13	30.18	-54.63	7.46
628.658	52.16	38.74	-78.11	7.31
628.851	52.42	50.58	73.18	7.49
629.059	50.32	56.58	23.02	7.23
629.346	47.87	57.91	-31.53	7.02
629.538	45.72	57.12	-56.54	7.01
635.587	45.91	58.20	-65.11	5.31
639.762	40.80	57.81	-7.16	7.97
639.970	34.01	58.06	-15.23	7.88
640.177	27.31	57.42	-20.03	7.99
640.387	21.67	57.14	-19.92	7.82
640.593	16.61	57.25	-6.53	7.80
640.802	12.30	57.51	-19.01	7.43
641.010	8.31	55.23	-66.55	7.24
641.217	6.86	54.28	-89.45	7.36
644.578	7.58	55.70	39.26	6.18
644.786	14.67	56.34	5.23	6.91
644.978	23.81	57.23	4.82	6.99
645.187	32.95	57.68	12.69	7.17
645.395	41.84	56.45	17.64	7.27
645.602	48.80	55.50	27.84	7.34
645.810	52.98	53.59	73.85	6.97
650.754	49.15	56.69	21.05	7.44
650.962	47.36	58.26	18.25	6.95
651.154	46.54	58.88	16.51	7.13
651.842	46.82	60.08	72.21	4.66
652.530	47.95	60.62	-65.81	5.36
654.386	47.84	58.74	-20.11	5.88
655.490	46.30	56.40	-54.24	7.15
663.314	46.64	57.38	-78.07	6.18
664.129	50.60	52.03	68.85	7.11
664.482	53.48	42.86	-83.86	8.10
664.754	52.60	38.24	-71.46	8.19
664.962	52.61	35.75	-73.49	8.17
665.154	51.85	29.96	-84.42	7.85
665.442	51.10	23.41	-67.96	7.73
665.634	50.53	18.11	-70.27	7.53
665.841	50.26	10.94	-77.08	7.32
666.050	48.58	5.78	-48.21	7.52
666.259	48.23	4.41	-30.63	7.46
668.802	49.04	5.17	-14.33	5.76
669.683	49.95	9.58	83.45	7.26
669.890	50.90	18.80	-88.63	7.19
670.098	53.19	29.57	-87.04	7.23
670.370	53.90	43.50	72.04	7.50
670.578	52.73	49.27	62.95	7.03
670.787	51.48	50.84	21.12	7.28
670.993	48.19	52.50	-16.27	7.25
671.202	47.16	52.52	-29.54	7.62
673.330	48.22	53.11	-39.47	6.43
673.538	49.43	53.13	-52.00	6.32
673.746	50.44	53.06	-89.46	6.25
674.835	49.62	54.13	-23.72	5.97
678.466	50.29	41.56	-83.65	7.66
678.673	48.48	32.51	-65.58	7.45
678.882	46.88	26.52	-62.57	8.01
679.090	46.16	25.81	-48.20	7.87
679.569	44.58	22.71	-58.16	7.15
679.778	38.76	15.11	-34.71	7.37
679.985	31.07	12.66	14.63	7.68
680.193	26.64	13.76	25.77	8.01
